Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Viết script Python/Locust giả lập gửi request API dồn dập.,AMS-232,10632,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:10 AM,14/Jan/26 11:10 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i00213:,,,,,,10322,AMS-70,Kiểm thử Tải (Stress Test),To Do,14/Jan/26 11:10 AM
Xuất Report HTML (Response Time Graph).,AMS-231,10630,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:10 AM,14/Jan/26 11:10 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0020v:,,,,,,10328,AMS-73,Kiểm thử Hiệu năng (Load Test),To Do,14/Jan/26 11:10 AM
Chạy test vào API Search Face và Check-in.,AMS-230,10628,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:10 AM,14/Jan/26 11:10 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0020n:,,,,,,10328,AMS-73,Kiểm thử Hiệu năng (Load Test),To Do,14/Jan/26 11:10 AM
Setup JMeter Plan: Thread Group 50 users.,AMS-229,10626,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:09 AM,14/Jan/26 11:09 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0020f:,,,,,,10328,AMS-73,Kiểm thử Hiệu năng (Load Test),To Do,14/Jan/26 11:09 AM
Config Loop count và Ramp-up period.,AMS-228,10624,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:09 AM,14/Jan/26 11:09 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i00207:,,,,,,10328,AMS-73,Kiểm thử Hiệu năng (Load Test),To Do,14/Jan/26 11:09 AM
"Button ""Export"" gọi API xuất PDF/Excel.",AMS-215,10598,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:01 AM,14/Jan/26 11:01 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001xb:,,,,,,10300,AMS-59,Dashboard Quản lý Lương,To Do,14/Jan/26 11:01 AM
"Filter theo tháng, phòng ban.",AMS-214,10596,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:01 AM,14/Jan/26 11:01 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001x3:,,,,,,10300,AMS-59,Dashboard Quản lý Lương,To Do,14/Jan/26 11:01 AM
Table hiển thị bảng lương tổng hợp.,AMS-213,10594,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:01 AM,14/Jan/26 11:01 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001wv:,,,,,,10300,AMS-59,Dashboard Quản lý Lương,To Do,14/Jan/26 11:01 AM
Block không cho sửa công của tháng đã chốt.,AMS-212,10592,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:00 AM,14/Jan/26 11:00 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001wn:,,,,,,10356,AMS-94,Logic Chốt Lương (Closing),To Do,14/Jan/26 11:00 AM
Clone dữ liệu tính toán sang bảng salary_history (Snapshot).,AMS-211,10590,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:00 AM,14/Jan/26 11:00 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001wf:,,,,,,10356,AMS-94,Logic Chốt Lương (Closing),To Do,14/Jan/26 11:00 AM
"Code API ""Lock Salary Period"".",AMS-210,10588,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:00 AM,14/Jan/26 11:00 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001w7:,,,,,,10356,AMS-94,Logic Chốt Lương (Closing),To Do,14/Jan/26 11:00 AM
Unit Test so sánh với file Excel mẫu của kế toán.,AMS-209,10586,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:00 AM,14/Jan/26 11:00 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001vz:,,,,,,10355,AMS-93,Logic Thuế & Bảo hiểm,To Do,14/Jan/26 11:00 AM
Code hàm tính Thuế TNCN (Biểu lũy tiến từng phần - If/Else chain).,AMS-208,10584,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:00 AM,14/Jan/26 11:00 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001vr:,,,,,,10355,AMS-93,Logic Thuế & Bảo hiểm,To Do,14/Jan/26 11:00 AM
Code hàm tính BHXH (Base * % theo luật).,AMS-207,10582,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 11:00 AM,14/Jan/26 11:00 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001vj:,,,,,,10355,AMS-93,Logic Thuế & Bảo hiểm,To Do,14/Jan/26 11:00 AM
Code hàm eval() an toàn để tính toán kết quả.,AMS-206,10580,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:57 AM,14/Jan/26 10:57 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001vb:,,,,,,10352,AMS-91,Logic Lương Động,To Do,14/Jan/26 10:57 AM
"Code Service Parser: Thay thế biến (BASE, OT) bằng giá trị thực.",AMS-205,10578,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:57 AM,14/Jan/26 10:57 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001v3:,,,,,,10352,AMS-91,Logic Lương Động,To Do,14/Jan/26 10:57 AM
Define cấu trúc JSON lưu công thức lương.,AMS-204,10576,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:57 AM,14/Jan/26 10:57 AM,15/Jan/26 8:45 AM,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001uv:,,,,,,10352,AMS-91,Logic Lương Động,To Do,14/Jan/26 10:57 AM
Code queue worker gửi email async.,AMS-203,10574,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:57 AM,14/Jan/26 10:57 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001un:,,,,,,10350,AMS-89,Hệ thống Thông báo Email,To Do,14/Jan/26 10:57 AM
Design HTML Template cho Payslip.,AMS-202,10573,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:57 AM,14/Jan/26 10:57 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001uf:,,,,,,10350,AMS-89,Hệ thống Thông báo Email,To Do,14/Jan/26 10:57 AM
Cấu hình SMTP Service (Gmail/SendGrid).,AMS-201,10570,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:57 AM,14/Jan/26 10:57 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001u7:,,,,,,10350,AMS-89,Hệ thống Thông báo Email,To Do,14/Jan/26 10:57 AM
Alert nếu tỷ lệ mất dữ liệu bất thường.,AMS-200,10568,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:56 AM,14/Jan/26 10:56 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001tz:,,,,,,10384,AMS-109,Kiểm tra Toàn vẹn Dữ liệu,To Do,14/Jan/26 10:56 AM
Đếm tổng bản ghi trong bảng công.,AMS-199,10566,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:55 AM,14/Jan/26 10:55 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001tr:,,,,,,10384,AMS-109,Kiểm tra Toàn vẹn Dữ liệu,To Do,14/Jan/26 10:55 AM
Đếm tổng Log Clean.,AMS-198,10564,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:55 AM,14/Jan/26 10:55 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001tj:,,,,,,10384,AMS-109,Kiểm tra Toàn vẹn Dữ liệu,To Do,14/Jan/26 10:55 AM
Viết SQL Script đếm tổng Log Raw trong ngày.,AMS-197,10562,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:54 AM,14/Jan/26 10:54 AM,14/Jan/26 6:01 PM,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001tb:,,,,,,10384,AMS-109,Kiểm tra Toàn vẹn Dữ liệu,To Do,14/Jan/26 10:54 AM
Test Case: Check-in sau dung sai 1s -> Tính đi muộn.,AMS-196,10560,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:54 AM,14/Jan/26 10:54 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001t3:,,,,,,10378,AMS-106,Unit Test Logic Chấm công,To Do,14/Jan/26 10:54 AM
Test Case: Check-in trong khoảng dung sai -> Tính đúng giờ.,AMS-195,10558,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:54 AM,14/Jan/26 10:54 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001sv:,,,,,,10378,AMS-106,Unit Test Logic Chấm công,To Do,14/Jan/26 10:54 AM
Test Case: Check-in sớm -> Tính đúng giờ.,AMS-194,10556,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:54 AM,14/Jan/26 10:54 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001sn:,,,,,,10378,AMS-106,Unit Test Logic Chấm công,To Do,14/Jan/26 10:54 AM
Implement sự kiện Drag & Drop nhân viên vào ô ngày.,AMS-193,10554,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:54 AM,14/Jan/26 10:54 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001sf:,,,,,,10284,AMS-51,UI Lịch làm việc (Calendar),To Do,14/Jan/26 10:54 AM
Render các block ca làm việc lên lịch.,AMS-192,10552,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:54 AM,14/Jan/26 10:54 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001s7:,,,,,,10284,AMS-51,UI Lịch làm việc (Calendar),To Do,14/Jan/26 10:54 AM
Implement FullCalendar library.,AMS-191,10550,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:54 AM,14/Jan/26 10:54 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001rz:,,,,,,10284,AMS-51,UI Lịch làm việc (Calendar),To Do,14/Jan/26 10:54 AM
Vẽ Canvas overlay (Bounding box) đè lên Video.,AMS-190,10548,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:53 AM,14/Jan/26 10:53 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001rr:,,,,,,10280,AMS-49,Giao diện Máy chấm công,To Do,14/Jan/26 10:53 AM
Nhúng Video Stream.,AMS-189,10546,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:53 AM,14/Jan/26 10:53 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001rj:,,,,,,10280,AMS-49,Giao diện Máy chấm công,To Do,14/Jan/26 10:53 AM
"Code trang Fullscreen, ẩn các thanh điều hướng.",AMS-188,10544,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:52 AM,14/Jan/26 10:52 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001rb:,,,,,,10280,AMS-49,Giao diện Máy chấm công,To Do,14/Jan/26 10:52 AM
"Unit test các case biên (check-in đúng phút 59, check-out qua đêm).",AMS-187,10542,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:52 AM,14/Jan/26 10:52 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001r3:,,,,,,10278,AMS-48,Tính toán Vi phạm & OT,To Do,14/Jan/26 10:52 AM
Function tính OT: Actual Work Time - Standard Shift Time.,AMS-186,10540,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:52 AM,14/Jan/26 10:52 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001qv:,,,,,,10278,AMS-48,Tính toán Vi phạm & OT,To Do,14/Jan/26 10:52 AM
Function tính phút đi muộn: Actual In - (Shift Start + Tolerance).,AMS-185,10538,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:52 AM,14/Jan/26 10:52 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001qn:,,,,,,10278,AMS-48,Tính toán Vi phạm & OT,To Do,14/Jan/26 10:52 AM
"Match Log vs Schedule -> Xác định status (Đúng giờ, Muộn, Vắng).",AMS-184,10536,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:51 AM,14/Jan/26 10:51 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001qf:,,,,,,10276,AMS-47,Batch Job Tính công (Attendance),To Do,14/Jan/26 10:51 AM
Fetch Schedule của nhân viên.,AMS-183,10534,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:51 AM,14/Jan/26 10:51 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001q7:,,,,,,10276,AMS-47,Batch Job Tính công (Attendance),To Do,14/Jan/26 10:51 AM
Fetch Log Clean của ngày hôm trước.,AMS-182,10532,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:51 AM,14/Jan/26 10:51 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001pz:,,,,,,10276,AMS-47,Batch Job Tính công (Attendance),To Do,14/Jan/26 10:51 AM
Tạo Scheduled Job chạy 2h sáng hàng ngày.,AMS-181,10530,Subtask,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:51 AM,14/Jan/26 10:51 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001pr:,,,,,,10276,AMS-47,Batch Job Tính công (Attendance),To Do,14/Jan/26 10:51 AM
