Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
"Code API POST /login: Validate user, trả về Access/Refresh Token.",AMS-132,10432,Subtask,In Progress,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:38 AM,20/Jan/26 9:22 AM,20/Jan/26 9:22 AM,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001ev:,AMS Sprint 2,,,,,10226,AMS-22,Phát triển Module Xác thực,In Progress,20/Jan/26 9:22 AM
Review và chốt thiết kế,AMS-131,10430,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:37 AM,18/Jan/26 11:22 PM,,18/Jan/26 11:22 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001en:,AMS Sprint 1,,,,,10224,AMS-21,Thiết kế Cấu trúc Database (ERD),Done,18/Jan/26 11:22 PM
Vẽ sơ đồ ERD ,AMS-130,10428,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:37 AM,18/Jan/26 11:22 PM,,18/Jan/26 11:22 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001ef:,AMS Sprint 1,,,,,10224,AMS-21,Thiết kế Cấu trúc Database (ERD),Done,18/Jan/26 11:22 PM
Thiết kế quan hệ giữa các bảng,AMS-129,10426,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:37 AM,18/Jan/26 11:22 PM,,18/Jan/26 11:22 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001e7:,AMS Sprint 1,,,,,10224,AMS-21,Thiết kế Cấu trúc Database (ERD),Done,18/Jan/26 11:22 PM
Xác định bảng và dự liệu,AMS-128,10424,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:37 AM,18/Jan/26 11:22 PM,,18/Jan/26 11:22 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001dz:,AMS Sprint 1,,,,,10224,AMS-21,Thiết kế Cấu trúc Database (ERD),Done,18/Jan/26 11:22 PM
Thiết lập tài liệu yêu cầu nghiệp vụ,AMS-127,10422,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Huy Tống Khánh,712020:6d381d61-e5ea-4180-9917-61ea812092fc,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:36 AM,18/Jan/26 11:24 PM,,18/Jan/26 11:24 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001dl:i,AMS Sprint 1,,1.0,,,10222,AMS-20,Chuẩn bị tài liệu Dự án,Done,18/Jan/26 11:24 PM
Thiết lập tài liệu tổng quan dự án ,AMS-126,10420,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Huy Tống Khánh,712020:6d381d61-e5ea-4180-9917-61ea812092fc,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:36 AM,18/Jan/26 8:56 PM,,18/Jan/26 8:56 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001dj:,AMS Sprint 1,,1.0,,,10222,AMS-20,Chuẩn bị tài liệu Dự án,Done,18/Jan/26 8:56 PM
Thiết lập chuẩn tài liệu dự án,AMS-125,10418,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Huy Tống Khánh,712020:6d381d61-e5ea-4180-9917-61ea812092fc,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:36 AM,18/Jan/26 8:56 PM,18/Jan/26 2:58 PM,18/Jan/26 8:56 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001db:,AMS Sprint 1,,1.0,,,10222,AMS-20,Chuẩn bị tài liệu Dự án,Done,18/Jan/26 8:56 PM
Xác định quy trình nghiệm thu,AMS-124,10416,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:36 AM,18/Jan/26 11:24 PM,16/Jan/26 7:32 AM,18/Jan/26 11:24 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001c3:,AMS Sprint 1,,,,,10220,AMS-19,Chuẩn bị QA và nghiệm thu,Done,18/Jan/26 11:24 PM
Xác định tiêu chuẩn hoàn thành ( coverage >70%),AMS-123,10414,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:36 AM,18/Jan/26 11:24 PM,16/Jan/26 7:32 AM,18/Jan/26 11:24 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001c2:,AMS Sprint 1,,,,,10220,AMS-19,Chuẩn bị QA và nghiệm thu,Done,18/Jan/26 11:24 PM
Viết test case và các luồng chính,AMS-122,10412,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:36 AM,18/Jan/26 11:24 PM,16/Jan/26 7:32 AM,18/Jan/26 11:24 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001c0:,AMS Sprint 1,,,,,10220,AMS-19,Chuẩn bị QA và nghiệm thu,Done,18/Jan/26 11:24 PM
Xây dựng chiến lược kiểm thử,AMS-121,10410,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:36 AM,18/Jan/26 11:24 PM,16/Jan/26 7:31 AM,18/Jan/26 11:24 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001c1:,AMS Sprint 1,,,,,10220,AMS-19,Chuẩn bị QA và nghiệm thu,Done,18/Jan/26 11:24 PM
Thiết giao diện chi tiết và prototype,AMS-119,10406,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:35 AM,18/Jan/26 11:24 PM,,18/Jan/26 11:24 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001bz:,AMS Sprint 1,,1.0,,,10218,AMS-18,xác định cấu trúc UI/UX,Done,18/Jan/26 11:24 PM
Đinh hướng UI và design system,AMS-118,10404,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:35 AM,18/Jan/26 11:24 PM,,18/Jan/26 11:24 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001br:,AMS Sprint 1,,1.0,,,10218,AMS-18,xác định cấu trúc UI/UX,Done,18/Jan/26 11:24 PM
Xác định yêu cầu phi chức năng,AMS-117,10400,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:31 AM,15/Jan/26 9:39 PM,,15/Jan/26 9:39 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001bj:,AMS Sprint 1,,,,,10216,AMS-17,Phân tích yêu cầu xây dựng user story,Done,15/Jan/26 9:39 PM
Xây dựng user story ,AMS-116,10398,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:31 AM,15/Jan/26 9:39 PM,,15/Jan/26 9:39 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001bb:,AMS Sprint 1,,,,,10216,AMS-17,Phân tích yêu cầu xây dựng user story,Done,15/Jan/26 9:39 PM
Thu thập yêu cầu nghiệp vụ,AMS-115,10396,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:31 AM,15/Jan/26 9:39 PM,14/Jan/26 10:55 PM,15/Jan/26 9:39 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001b3:,AMS Sprint 1,,,,,10216,AMS-17,Phân tích yêu cầu xây dựng user story,Done,15/Jan/26 9:39 PM
Thống nhất kênh giao tiếp và quy ước làm việc ,AMS-113,10392,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:31 AM,15/Jan/26 9:33 PM,14/Jan/26 10:56 PM,15/Jan/26 9:33 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001an:,AMS Sprint 1,,,,,10214,AMS-16,Khởi động dự án,Done,15/Jan/26 9:33 PM
Xác định mục tiêu timeline và stakeholder,AMS-112,10390,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:30 AM,15/Jan/26 9:33 PM,14/Jan/26 10:56 PM,15/Jan/26 9:33 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001af:,AMS Sprint 1,,,,,10214,AMS-16,Khởi động dự án,Done,15/Jan/26 9:33 PM
Tổ chức họp khởi động tất cả thành viên,AMS-111,10388,Subtask,Done,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,Done,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:30 AM,15/Jan/26 9:33 PM,14/Jan/26 10:56 PM,15/Jan/26 9:33 PM,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i001a7:,AMS Sprint 1,,,,,10214,AMS-16,Khởi động dự án,Done,15/Jan/26 9:33 PM
Kiểm tra Toàn vẹn Dữ liệu,AMS-109,10384,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:12 AM,14/Jan/26 4:19 PM,14/Jan/26 10:57 PM,,,0,Script so sánh log raw vs log công (Critical).,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0019r:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 10:12 AM
Kiểm thử E2E Xếp ca & Đơn từ,AMS-108,10382,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:12 AM,14/Jan/26 4:19 PM,,,,0,Cypress: Xếp ca -> Tạo đơn -> Check lịch cập nhật.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0019j:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 10:12 AM
Kiểm thử E2E Máy chấm công,AMS-107,10380,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:12 AM,14/Jan/26 4:18 PM,,,,0,Cypress: Giả lập Camera -> Check UI -> Check Log DB đã lọc.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0019b:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 10:12 AM
Unit Test Logic Chấm công,AMS-106,10378,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:10 AM,14/Jan/26 4:17 PM,,,,0,"Test case: Đúng giờ, Muộn, Sai IP, Spam Check-in.",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i00193:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 10:10 AM
UI Bảng công Tổng hợp,AMS-105,10376,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:09 AM,14/Jan/26 4:17 PM,,,,0,Bảng công tháng. Highlight cảnh báo đỏ (Muộn/Vắng).,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0018v:,,,,,,10212,AMS-15,Chấm công & Ca làm việc,To Do,14/Jan/26 10:10 AM
API Thống kê Dashboard,AMS-104,10374,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 10:05 AM,15/Jan/26 8:22 AM,,,,0,"API biến động nhân sự, quỹ lương, realtime check-in.",,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0018n:,,,,,,10331,AMS-75,Báo cáo & Dashboard,To Do,14/Jan/26 10:05 AM
Logic Chốt Lương (Closing),AMS-94,10356,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:29 AM,15/Jan/26 8:29 AM,,,,0,Lưu tĩnh dữ liệu lương tháng (Snapshot).,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0016f:,,,,,,10337,AMS-81,Lương & Phúc lợi (Payroll),To Do,14/Jan/26 9:29 AM
Logic Thuế & Bảo hiểm,AMS-93,10355,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:29 AM,15/Jan/26 8:29 AM,,,,0,Tính Thuế TNCN (Lũy tiến) & BHXH. Unit Test > 90%.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i00167:,,,,,,10337,AMS-81,Lương & Phúc lợi (Payroll),To Do,14/Jan/26 9:29 AM
Logic Lương Động,AMS-91,10352,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:29 AM,15/Jan/26 8:29 AM,15/Jan/26 9:36 PM,,,0,Công thức: Base + Allowance + OT + Bonus - Tax - Insurance.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0015r:,,,,,,10337,AMS-81,Lương & Phúc lợi (Payroll),To Do,14/Jan/26 9:29 AM
KPI & Điểm Chuyên cần,AMS-90,10351,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:29 AM,15/Jan/26 8:28 AM,14/Jan/26 9:30 AM,,,0,Tính Diligence Score & API nhập thưởng KPI.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0015b:,,,,,,10337,AMS-81,Lương & Phúc lợi (Payroll),To Do,14/Jan/26 9:29 AM
Hệ thống Thông báo Email,AMS-89,10350,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:29 AM,15/Jan/26 8:28 AM,,,,0,Công thức: Base + Allowance + OT + Bonus - Tax - Insurance.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i0015j:,,,,,,10337,AMS-81,Lương & Phúc lợi (Payroll),To Do,14/Jan/26 9:29 AM
Cấu hình Ngày lễ & Hệ số,AMS-88,10349,Task,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:29 AM,15/Jan/26 8:28 AM,,,,0,Cấu hình ngày lễ tết ảnh hưởng hệ số lương.,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,,0|i00153:,,,,,,10337,AMS-81,Lương & Phúc lợi (Payroll),To Do,14/Jan/26 9:29 AM
Lương & Phúc lợi (Payroll),AMS-81,10337,Epic,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:24 AM,14/Jan/26 9:27 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,dark_yellow,0|i0013r:,,,,,,,,,To Do,14/Jan/26 9:24 AM
Hệ thống nhận diện khuôn mặt,AMS-79,10335,Epic,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Mạnh Hùng Nguyễn,712020:daed96e5-0084-4f1c-9f6c-12a9e91a56ec,Mạnh Hùng Nguyễn,712020:daed96e5-0084-4f1c-9f6c-12a9e91a56ec,14/Jan/26 9:23 AM,14/Jan/26 9:27 AM,14/Jan/26 10:51 PM,,,0,,,Mạnh Hùng Nguyễn,712020:daed96e5-0084-4f1c-9f6c-12a9e91a56ec,,,,,,,,,,yellow,0|i0013b:,,,,,,,,,To Do,14/Jan/26 9:23 AM
Chatbot truy vấn thông minh,AMS-78,10334,Epic,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Mạnh Hùng Nguyễn,712020:daed96e5-0084-4f1c-9f6c-12a9e91a56ec,Mạnh Hùng Nguyễn,712020:daed96e5-0084-4f1c-9f6c-12a9e91a56ec,14/Jan/26 9:23 AM,14/Jan/26 9:25 AM,,,,0,,,Mạnh Hùng Nguyễn,712020:daed96e5-0084-4f1c-9f6c-12a9e91a56ec,,,,,,,,,,dark_teal,0|i00133:,,,,,,,,,To Do,14/Jan/26 9:23 AM
Kiểm thử Chung (General QA),AMS-76,10332,Epic,To Do,AMS,Attendance_Management_System,software,Trọng Huy,712020:35e09dc4-8263-4e3f-9588-df723fd5c4e2,,Medium,,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,14/Jan/26 9:18 AM,14/Jan/26 9:20 AM,,,,0,,,Trần Quang Khải,712020:9b4b3bc8-6f56-4319-afb2-b67b28f1f3ba,,,,,,,,,,dark_teal,0|i0012v:,,,,,,,,,To Do,14/Jan/26 9:18 AM
